province,harvest_year,tmean_season,tmax_season,tmin_season,rain_season_sum,rad_season_mean,tmean_mam,tmax_mam,tmin_mam,rain_mam_sum,rad_mam_mean
Adiyaman,2005,10.968513157894737,17.206901315789473,5.351032894736842,363.82800000000003,16.85340789473684,11.488717391304348,17.85013043478261,5.446239130434782,115.31,20.47058695652174
Adiyaman,2006,11.383381578947368,17.75136184210526,5.668434210526316,347.906,16.655197368421053,12.293478260869565,18.667586956521742,6.260826086956522,106.78,20.074413043478263
Adiyaman,2007,11.11321052631579,17.611980263157896,5.353263157894737,324.512,16.74191447368421,11.470347826086956,17.913304347826088,5.348326086956521,108.182,18.89969565217391
Adiyaman,2008,11.290898360655738,18.05201967213115,5.29696393442623,260.4,17.369245901639346,13.408152173913043,20.408652173913044,6.833673913043478,81.528,20.88754347826087
Adiyaman,2009,11.024138157894738,17.31395394736842,5.377171052631579,288.586,16.31197368421053,10.634630434782608,17.05091304347826,4.391326086956522,95.92399999999999,20.007978260869564
Adiyaman,2010,12.739302631578948,18.669953947368423,7.264973684210527,373.234,16.27680263157895,12.590847826086955,18.95582608695652,6.294021739130434,81.428,20.323434782608697
Adiyaman,2011,11.834888157894737,18.17782236842105,6.316842105263158,350.772,16.522559210526317,10.436239130434783,16.252717391304348,5.0587608695652175,173.364,18.874521739130433
Adiyaman,2012,9.967239344262294,16.160727868852458,4.413324590163935,351.66200000000003,16.589095081967212,10.578847826086957,16.77158695652174,4.74354347826087,81.744,19.825108695652176
Adiyaman,2013,11.576434210526315,17.328907894736844,6.276967105263158,514.018,16.566782894736843,11.785695652173914,17.475847826086955,6.0164347826086955,135.938,20.165869565217392
Adiyaman,2014,12.038848684210526,18.657940789473685,6.279296052631579,255.172,17.371394736842106,12.912891304347827,19.563717391304348,6.7961086956521735,110.694,20.61882608695652
Adiyaman,2015,10.911335526315789,16.667690789473685,5.617098684210526,591.192,16.186651315789476,10.567108695652173,16.112369565217392,5.078847826086957,181.944,19.591173913043477
Adiyaman,2016,11.903219672131147,18.353986885245902,6.132,341.428,17.102537704918035,12.720217391304347,19.447304347826087,6.204456521739131,90.494,20.986065217391307
Adiyaman,2017,10.805552631578948,17.24395394736842,4.940388157894737,347.544,17.41817105263158,11.269934782608697,17.472043478260872,5.216043478260869,174.0,19.960347826086956
Adiyaman,2018,12.544230263157894,18.737447368421055,6.936480263157895,441.688,16.74516447368421,13.463478260869566,19.42904347826087,7.6145,118.174,20.148521739130434
Adiyaman,2019,11.042776315789473,16.34459210526316,6.012269736842105,792.57,15.696269736842106,10.554913043478262,15.680804347826086,5.351739130434782,227.178,19.168326086956522
Adiyaman,2020,11.540360655737704,17.338819672131148,6.151849180327869,572.104,16.428439344262294,11.186239130434783,16.82786956521739,5.680847826086957,192.748,19.777717391304346
Adiyaman,2021,12.733736842105264,19.34775,6.746421052631578,303.662,17.62792763157895,12.964717391304347,19.869565217391305,6.267347826086956,56.502,21.332239130434782
Adiyaman,2022,11.17421052631579,17.593565789473686,5.260644736842106,381.72,16.765736842105262,10.443652173913044,16.63017391304348,4.266913043478261,183.916,20.013195652173913
Adiyaman,2023,11.781105263157896,17.95216447368421,6.149532894736843,532.878,16.456375,11.556282608695652,16.929760869565218,6.176,302.886,18.899347826086956
Adiyaman,2024,13.51975737704918,19.44249180327869,7.9904065573770495,561.024,16.51338360655738,12.878260869565217,18.59878260869565,7.117478260869565,167.826,19.814391304347826
Afyon,2005,9.33583552631579,15.447769736842107,4.084118421052632,369.778,15.996934210526316,9.539043478260869,15.90141304347826,3.743826086956522,132.66400000000002,18.700108695652176
Afyon,2006,8.49616447368421,14.535361842105264,3.2493684210526315,415.69,16.003598684210527,9.84858695652174,15.997478260869565,4.1679130434782605,160.15800000000002,19.375282608695652
Afyon,2007,9.270546052631579,15.47542105263158,3.839552631578947,385.68,16.822282894736844,9.610934782608696,16.167826086956524,3.494586956521739,72.636,20.503173913043476
Afyon,2008,9.205173770491804,15.545331147540983,3.642891803278688,345.93,16.68038032786885,10.596391304347828,17.31004347826087,4.502891304347826,98.3,19.296043478260867
Afyon,2009,9.103230263157895,14.839203947368423,4.087631578947369,486.188,15.67799342105263,8.557217391304349,14.182347826086957,3.279391304347826,148.648,18.631
Afyon,2010,10.337065789473684,16.13320394736842,5.290138157894737,574.324,15.745993421052631,10.531869565217391,16.69091304347826,4.87704347826087,99.87,20.075739130434783
Afyon,2011,9.330250000000001,15.219085526315789,4.329980263157895,488.192,15.454131578947367,8.365108695652173,14.04191304347826,3.1288695652173915,160.588,17.53158695652174
Afyon,2012,7.940990163934426,13.942065573770492,2.7575737704918035,507.796,16.64318032786885,9.009739130434783,14.886239130434785,3.8515434782608695,160.358,19.163065217391303
Afyon,2013,10.209572368421053,16.169124999999998,5.131532894736843,497.67,16.074526315789473,10.682173913043478,16.919195652173915,5.118804347826087,128.198,19.596086956521738
