province_norm,harvest_year,ndvi_auc,ndvi_max,ndvi_mean,evi_max,evi_mean
MUS,2007,124.08609118708128,0.6287093897614813,0.409525053422711,0.4436107794636601,0.2540679776375316
MUS,2008,112.87381459434884,0.5907195758841117,0.3712954427445687,0.4118929909745186,0.2358947520680381
MUS,2009,133.94046959980562,0.6676669688070311,0.4420477544548044,0.4820893528060121,0.2797429350347215
MUS,2010,135.21598937621926,0.6843463942592922,0.446257390680592,0.4816885410439968,0.2784461592919681
MUS,2011,132.46601752504526,0.7031704165565408,0.4371815759902477,0.5049523088445793,0.2798184696966271
MUS,2012,125.4435956078818,0.6069016147760885,0.4126434066048743,0.4251028077614471,0.2686322924182792
MUS,2013,133.51469015828457,0.7008846921883188,0.4406425417765168,0.5014815132038026,0.2773527612771896
MUS,2014,123.86219805412055,0.6649782807275068,0.4087861321918167,0.4621485580374908,0.2532860515595521
MUS,2015,147.78394304883545,0.7285875416059171,0.4877357856397215,0.5350659805206259,0.3192216417457497
MUS,2016,135.48212167849732,0.6792909602036962,0.4456648739424256,0.47165250674629605,0.2765955019631261
MUS,2017,125.6284741580432,0.6696789378429365,0.4146154262641687,0.4885129052910596,0.2731700632453938
MUS,2018,136.87173131463368,0.7516647807969491,0.4517218855268432,0.5365041473293501,0.2841593303718546
MUS,2019,128.05436847618796,0.6576680935059018,0.4226216781392345,0.4672379897913229,0.2707079134673177
MUS,2020,131.23637272339283,0.6947804652651152,0.4316985944848446,0.5026798532667786,0.2818405717438209
MUS,2021,119.44267249908324,0.6555178681402768,0.3942002392709022,0.4707955995572146,0.2566228586062756
MUS,2022,129.38968126868167,0.6977760924365923,0.4270286510517531,0.5104526353677902,0.2810653197422609
MUS,2023,131.1950151360816,0.7241818792593753,0.4329868486339325,0.547994201691771,0.2745825156951565
MUS,2024,151.51609109568898,0.7602313413781624,0.4984081943937132,0.5622169267773643,0.3171532053009163
NEVSEHIR,2005,71.85596889974883,0.4235895890901598,0.2371484122103924,0.3201607849623566,0.1652394878639226
NEVSEHIR,2006,81.52670716640033,0.4465665741799566,0.2690650401531359,0.3344132604928557,0.183386882966503
NEVSEHIR,2007,73.90875108086502,0.3941087280452176,0.2439232708939436,0.2989859422740115,0.1627015470803786
NEVSEHIR,2008,67.5485637753421,0.3571604071962295,0.222199222945204,0.2632051489101467,0.1489826007438291
