province,province_norm,harvest_year,yield_kg_dekar
Şanlıurfa,SANLIURFA,2021,383.0
Şırnak,SIRNAK,2021,138.0
Adana,ADANA,2022,385.0
Adıyaman,ADIYAMAN,2022,307.0
Afyonkarahisar,AFYONKARAHISAR,2022,323.0
Aksaray,AKSARAY,2022,368.0
Amasya,AMASYA,2022,372.0
Ankara,ANKARA,2022,247.0
Antalya,ANTALYA,2022,276.0
Ardahan,ARDAHAN,2022,174.0
Artvin,ARTVIN,2022,247.0
Aydın,AYDIN,2022,405.0
Ağrı,AGRI,2022,231.0
Balıkesir,BALIKESIR,2022,310.0
Bartın,BARTIN,2022,141.0
Batman,BATMAN,2022,332.0
Bayburt,BAYBURT,2022,277.0
Bilecik,BILECIK,2022,241.0
Bingöl,BINGOL,2022,247.0
Bitlis,BITLIS,2022,231.0
Bolu,BOLU,2022,288.0
Burdur,BURDUR,2022,221.0
Bursa,BURSA,2022,377.0
Denizli,DENIZLI,2022,316.0
Diyarbakır,DIYARBAKIR,2022,281.0
Düzce,DUZCE,2022,241.0
Edirne,EDIRNE,2022,407.0
Elazığ,ELAZIG,2022,284.0
Erzincan,ERZINCAN,2022,323.0
Erzurum,ERZURUM,2022,253.0
Eskişehir,ESKISEHIR,2022,289.0
Gaziantep,GAZIANTEP,2022,347.0
Giresun,GIRESUN,2022,275.0
Gümüşhane,GUMUSHANE,2022,293.0
Hakkari,HAKKARI,2022,145.0
Hatay,HATAY,2022,381.0
Isparta,ISPARTA,2022,234.0
Iğdır,IGDIR,2022,366.0
Kahramanmaraş,KAHRAMANMARAS,2022,341.0
Karabük,KARABUK,2022,229.0
Karaman,KARAMAN,2022,213.0
Kars,KARS,2022,135.0
Kastamonu,KASTAMONU,2022,205.0
Kayseri,KAYSERI,2022,233.0
Kilis,KILIS,2022,203.0
Kocaeli,KOCAELI,2022,286.0
Konya,KONYA,2022,335.0
Kütahya,KUTAHYA,2022,223.0
Kırklareli,KIRKLARELI,2022,400.0
Kırıkkale,KIRIKKALE,2022,225.0
Kırşehir,KIRSEHIR,2022,261.0
Malatya,MALATYA,2022,204.0
Manisa,MANISA,2022,257.0
Mardin,MARDIN,2022,368.0
Mersin,MERSIN,2022,270.0
Muğla,MUGLA,2022,282.0
Muş,MUS,2022,276.0
Nevşehir,NEVSEHIR,2022,250.0
Niğde,NIGDE,2022,357.0
Ordu,ORDU,2022,141.0
Osmaniye,OSMANIYE,2022,351.0
Sakarya,SAKARYA,2022,330.0
Samsun,SAMSUN,2022,332.0
Siirt,SIIRT,2022,310.0
Sinop,SINOP,2022,206.0
Sivas,SIVAS,2022,243.0
Tekirdağ,TEKIRDAG,2022,421.0
Tokat,TOKAT,2022,216.0
Tunceli,TUNCELI,2022,204.0
Uşak,USAK,2022,207.0
Van,VAN,2022,150.0
Yalova,YALOVA,2022,323.0
Yozgat,YOZGAT,2022,227.0
Zonguldak,ZONGULDAK,2022,212.0
Çanakkale,CANAKKALE,2022,426.0
Çankırı,CANKIRI,2022,241.0
Çorum,CORUM,2022,314.0
İstanbul,ISTANBUL,2022,451.0
İzmir,IZMIR,2022,387.0
Şanlıurfa,SANLIURFA,2022,332.0
Şırnak,SIRNAK,2022,142.0
Adana,ADANA,2023,324.0
Adıyaman,ADIYAMAN,2023,373.0
Afyonkarahisar,AFYONKARAHISAR,2023,335.0
Aksaray,AKSARAY,2023,383.0
Amasya,AMASYA,2023,282.0
Ankara,ANKARA,2023,297.0
Antalya,ANTALYA,2023,328.0
Ardahan,ARDAHAN,2023,212.0
Artvin,ARTVIN,2023,209.0
Aydın,AYDIN,2023,427.0
Ağrı,AGRI,2023,386.0
Balıkesir,BALIKESIR,2023,305.0
Bartın,BARTIN,2023,112.0
Batman,BATMAN,2023,348.0
Bayburt,BAYBURT,2023,233.0
Bilecik,BILECIK,2023,234.0
Bingöl,BINGOL,2023,234.0
Bitlis,BITLIS,2023,333.0
Bolu,BOLU,2023,303.0
Burdur,BURDUR,2023,266.0
Bursa,BURSA,2023,302.0
Denizli,DENIZLI,2023,286.0
Diyarbakır,DIYARBAKIR,2023,356.0
Düzce,DUZCE,2023,200.0
Edirne,EDIRNE,2023,536.0
Elazığ,ELAZIG,2023,260.0
Erzincan,ERZINCAN,2023,284.0
Erzurum,ERZURUM,2023,282.0
Eskişehir,ESKISEHIR,2023,344.0
Gaziantep,GAZIANTEP,2023,441.0
Giresun,GIRESUN,2023,136.0
Gümüşhane,GUMUSHANE,2023,269.0
Hakkari,HAKKARI,2023,296.0
Hatay,HATAY,2023,325.0
Isparta,ISPARTA,2023,270.0
Iğdır,IGDIR,2023,317.0
Kahramanmaraş,KAHRAMANMARAS,2023,309.0
Karabük,KARABUK,2023,205.0
Karaman,KARAMAN,2023,206.0
Kars,KARS,2023,303.0
Kastamonu,KASTAMONU,2023,198.0
Kayseri,KAYSERI,2023,313.0
Kilis,KILIS,2023,230.0
Kocaeli,KOCAELI,2023,212.0
Konya,KONYA,2023,386.0
Kütahya,KUTAHYA,2023,201.0
Kırklareli,KIRKLARELI,2023,378.0
Kırıkkale,KIRIKKALE,2023,239.0
Kırşehir,KIRSEHIR,2023,292.0
Malatya,MALATYA,2023,272.0
Manisa,MANISA,2023,250.0
Mardin,MARDIN,2023,386.0
Mersin,MERSIN,2023,224.0
Muğla,MUGLA,2023,293.0
Muş,MUS,2023,294.0
Nevşehir,NEVSEHIR,2023,260.0
Niğde,NIGDE,2023,335.0
Ordu,ORDU,2023,169.0
Osmaniye,OSMANIYE,2023,230.0
Sakarya,SAKARYA,2023,277.0
Samsun,SAMSUN,2023,236.0
Siirt,SIIRT,2023,339.0
Sinop,SINOP,2023,221.0
Sivas,SIVAS,2023,247.0
Tekirdağ,TEKIRDAG,2023,351.0
Tokat,TOKAT,2023,155.0
Tunceli,TUNCELI,2023,245.0
Uşak,USAK,2023,267.0
Van,VAN,2023,174.0
Yalova,YALOVA,2023,410.0
Yozgat,YOZGAT,2023,335.0
Zonguldak,ZONGULDAK,2023,208.0
Çanakkale,CANAKKALE,2023,352.0
Çankırı,CANKIRI,2023,227.0
Çorum,CORUM,2023,293.0
İstanbul,ISTANBUL,2023,416.0
İzmir,IZMIR,2023,445.0
Şanlıurfa,SANLIURFA,2023,550.0
Şırnak,SIRNAK,2023,340.0
Adana,ADANA,2024,355.0
Adıyaman,ADIYAMAN,2024,331.0
Afyonkarahisar,AFYONKARAHISAR,2024,226.0
Aksaray,AKSARAY,2024,345.0
Amasya,AMASYA,2024,253.0
Ankara,ANKARA,2024,247.0
Antalya,ANTALYA,2024,238.0
Ardahan,ARDAHAN,2024,161.0
Artvin,ARTVIN,2024,184.0
Aydın,AYDIN,2024,368.0
Ağrı,AGRI,2024,236.0
Balıkesir,BALIKESIR,2024,318.0
Bartın,BARTIN,2024,83.0
Batman,BATMAN,2024,381.0
Bayburt,BAYBURT,2024,235.0
Bilecik,BILECIK,2024,246.0
Bingöl,BINGOL,2024,245.0
Bitlis,BITLIS,2024,290.0
Bolu,BOLU,2024,323.0
Burdur,BURDUR,2024,157.0
Bursa,BURSA,2024,284.0
Denizli,DENIZLI,2024,199.0
Diyarbakır,DIYARBAKIR,2024,355.0
Düzce,DUZCE,2024,250.0
Edirne,EDIRNE,2024,388.0
Elazığ,ELAZIG,2024,289.0
Erzincan,ERZINCAN,2024,307.0
Erzurum,ERZURUM,2024,258.0
Eskişehir,ESKISEHIR,2024,322.0
Gaziantep,GAZIANTEP,2024,415.0
Giresun,GIRESUN,2024,247.0
Gümüşhane,GUMUSHANE,2024,265.0
Hakkari,HAKKARI,2024,220.0
Hatay,HATAY,2024,333.0
Isparta,ISPARTA,2024,225.0
Iğdır,IGDIR,2024,339.0
Kahramanmaraş,KAHRAMANMARAS,2024,314.0
Karabük,KARABUK,2024,196.0
Karaman,KARAMAN,2024,192.0
Kars,KARS,2024,257.0
Kastamonu,KASTAMONU,2024,223.0
Kayseri,KAYSERI,2024,304.0
Kilis,KILIS,2024,232.0
Kocaeli,KOCAELI,2024,234.0
Konya,KONYA,2024,323.0
Kütahya,KUTAHYA,2024,209.0
Kırklareli,KIRKLARELI,2024,395.0
Kırıkkale,KIRIKKALE,2024,215.0
Kırşehir,KIRSEHIR,2024,228.0
Malatya,MALATYA,2024,238.0
Manisa,MANISA,2024,254.0
Mardin,MARDIN,2024,386.0
Mersin,MERSIN,2024,298.0
Muğla,MUGLA,2024,279.0
Muş,MUS,2024,272.0
Nevşehir,NEVSEHIR,2024,240.0
Niğde,NIGDE,2024,316.0
Ordu,ORDU,2024,126.0
Osmaniye,OSMANIYE,2024,327.0
Sakarya,SAKARYA,2024,252.0
Samsun,SAMSUN,2024,270.0
Siirt,SIIRT,2024,338.0
Sinop,SINOP,2024,216.0
Sivas,SIVAS,2024,261.0
Tekirdağ,TEKIRDAG,2024,419.0
Tokat,TOKAT,2024,247.0
Tunceli,TUNCELI,2024,257.0
Uşak,USAK,2024,205.0
Van,VAN,2024,197.0
Yalova,YALOVA,2024,263.0
Yozgat,YOZGAT,2024,230.0
Zonguldak,ZONGULDAK,2024,171.0
Çanakkale,CANAKKALE,2024,308.0
Çankırı,CANKIRI,2024,223.0
Çorum,CORUM,2024,221.0
İstanbul,ISTANBUL,2024,440.0
İzmir,IZMIR,2024,345.0
Şanlıurfa,SANLIURFA,2024,411.0
Şırnak,SIRNAK,2024,335.0
