province_norm,harvest_year,tmean,tmax_mean,tmin_mean,rain_sum,rad_mean,tmean_std,tmax_p95,tmin_p05,hot_days_30,frost_days_0,dry_days_lt1mm,index,mam_tmean,mam_tmax_mean,mam_tmin_mean,mam_rain_sum,mam_rad_mean,mam_tmean_std,mam_tmax_p95,mam_tmin_p05,mam_hot_days_30,mam_frost_days_0,mam_dry_days_lt1mm
ADANA,2015,13.238197368421051,18.139197368421048,8.916355263157895,626.662,15.945315789473685,7.30800108117817,33.84189999999999,-0.14739999999999992,32.0,16.0,201.0,10,12.87463043478261,17.666195652173915,8.327043478260869,168.59600000000003,19.449847826086955,4.626732974331547,26.1583,2.5729,1.0,0.0,57.0
ADANA,2016,14.522445901639346,20.138065573770486,9.722931147540985,365.426,16.831259016393442,7.792859595099783,35.3404,-0.8891999999999993,45.0,22.0,233.0,11,14.69228260869565,20.328282608695652,9.549434782608694,115.406,20.071282608695654,4.026689459986547,26.518,2.8051,0.0,0.0,65.0
ADANA,2017,13.199532894736842,18.687565789473684,8.369815789473684,446.658,17.019473684210528,8.716374109460657,35.5192,-3.8251,41.0,48.0,239.0,12,13.329586956521737,18.575282608695655,8.478304347826088,176.14000000000001,19.397217391304345,4.117169480458268,25.9102,2.649,0.0,0.0,63.0
ADANA,2018,14.853822368421053,20.063809210526312,10.430776315789474,552.616,16.464809210526315,6.9783418464158515,33.7145,1.5805000000000005,41.0,8.0,221.0,13,15.761152173913047,21.008043478260866,10.88813043478261,125.22199999999998,20.110478260869566,4.151056650691239,28.8914,5.162600000000001,2.0,0.0,64.0
ADANA,2019,13.65809210526316,18.388605263157896,9.414263157894737,755.116,15.84861184210526,7.889345790037914,33.55369999999999,-0.9529,42.0,21.0,194.0,14,13.146043478260868,17.87328260869565,8.65717391304348,143.05800000000002,19.384543478260866,5.496737197853349,29.4482,2.4507,4.0,1.0,64.0
ADANA,2020,14.058459016393442,19.209167213114753,9.55775737704918,600.444,16.35790819672131,8.115230722742744,34.8504,-1.6487999999999998,53.0,26.0,219.0,15,13.653434782608699,18.690956521739132,8.966804347826088,140.20600000000002,19.682608695652174,4.802655953167077,31.035700000000002,1.9370999999999998,7.0,2.0,60.0
ADANA,2021,14.860144736842107,20.55042763157895,10.048934210526317,344.938,17.28963815789474,7.80857850208388,35.1784,-0.10149999999999994,47.0,16.0,243.0,16,14.258847826086958,20.058456521739128,9.101434782608695,94.14399999999999,20.591434782608697,5.8275210361815155,28.9576,1.3984,2.0,1.0,70.0
ADANA,2022,13.465868421052631,18.981539473684208,8.627269736842106,522.348,16.505407894736845,8.499698522072897,34.7419,-3.9008,47.0,42.0,227.0,17,12.564282608695652,18.03173913043478,7.390913043478261,116.908,19.81147826086957,6.602169271087331,29.0726,-3.5169,3.0,12.0,69.0
ADANA,2023,14.513572368421054,20.074565789473684,9.792171052631579,373.31000000000006,16.319276315789477,7.292025617886106,36.006099999999996,0.2471,40.0,15.0,221.0,18,13.906934782608694,19.117195652173915,9.192347826086955,171.30599999999998,18.78858695652174,3.643922948861352,26.2798,3.9008,0.0,1.0,56.0
ADANA,2024,16.22391475409836,21.536596721311476,11.585377049180329,467.936,16.528308196721316,7.633923396715463,36.4204,1.8444000000000007,59.0,1.0,215.0,19,15.34315217391304,20.669565217391302,10.4995,145.27599999999998,19.55913043478261,4.499447558116105,27.560200000000002,3.0334000000000003,0.0,0.0,59.0
ADIYAMAN,2005,10.968513157894737,17.206901315789473,5.351032894736843,363.828,16.85340789473684,10.060042334672547,37.42489999999999,-6.6448,52.0,105.0,236.0,20,11.488717391304348,17.85013043478261,5.446239130434783,115.31000000000002,20.47058695652174,5.88324945408869,28.367,-2.6771,1.0,16.0,69.0
ADIYAMAN,2006,11.383381578947368,17.751361842105265,5.668434210526316,347.906,16.655197368421053,9.758164350813185,36.442499999999995,-6.5451,64.0,75.0,236.0,21,12.293478260869563,18.667586956521742,6.260826086956522,106.78,20.074413043478263,5.519620873025592,30.345100000000002,-0.2699,6.0,10.0,70.0
ADIYAMAN,2007,11.113210526315788,17.611980263157896,5.3532631578947365,324.512,16.741914473684208,10.131250143673494,37.39129999999999,-6.6336,61.0,111.0,243.0,22,11.47034782608696,17.913304347826084,5.348326086956521,108.18200000000002,18.89969565217391,6.609619680227295,30.6185,-1.8765,7.0,19.0,66.0
ADIYAMAN,2008,11.290898360655738,18.05201967213115,5.29696393442623,260.40000000000003,17.369245901639346,10.087685842194912,36.4948,-8.9148,62.0,93.0,250.0,23,13.408152173913045,20.408652173913044,6.833673913043479,81.52799999999999,20.887543478260866,5.016019228398706,30.5067,0.9732,7.0,3.0,76.0
ADIYAMAN,2009,11.02413815789474,17.313953947368418,5.377171052631579,288.586,16.31197368421053,9.415929060547272,35.0555,-5.5898,56.0,86.0,232.0,24,10.634630434782608,17.050913043478257,4.391326086956522,95.924,20.007978260869564,5.770872590460414,29.1584,-3.1467,3.0,16.0,67.0
ADIYAMAN,2010,12.739302631578948,18.669953947368423,7.264973684210527,373.234,16.27680263157895,9.271198287723658,36.9659,-2.8593,55.0,53.0,231.0,25,12.590847826086959,18.955826086956527,6.294021739130434,81.428,20.323434782608693,5.202874845497181,29.5488,-2.0113000000000003,1.0,10.0,74.0
ADIYAMAN,2011,11.834888157894737,18.17782236842105,6.316842105263158,350.77200000000005,16.522559210526317,8.80733281275204,35.9412,-3.8182,49.0,80.0,230.0,26,10.436239130434783,16.252717391304348,5.058760869565217,173.364,18.874521739130437,4.85118513076521,25.265200000000004,-2.7963,0.0,17.0,55.0
ADIYAMAN,2012,9.967239344262294,16.16072786885246,4.413324590163934,351.662,16.589095081967212,10.775341415937868,37.808400000000006,-8.5952,53.0,128.0,231.0,27,10.578847826086957,16.77158695652174,4.743543478260869,81.744,19.825108695652172,6.82060125759087,25.8365,-5.955,0.0,25.0,68.0
ADIYAMAN,2013,11.576434210526315,17.328907894736844,6.276967105263157,514.018,16.566782894736843,9.117288934426137,36.04999999999999,-4.4667,48.0,71.0,223.0,28,11.785695652173914,17.47584782608696,6.016434782608697,135.93800000000002,20.165869565217392,5.769605337673311,26.8115,-2.66,0.0,13.0,67.0
ADIYAMAN,2014,12.038848684210526,18.657940789473688,6.279296052631578,255.17200000000003,17.371394736842106,9.084227179511483,36.785599999999995,-5.444800000000001,52.0,74.0,251.0,29,12.912891304347825,19.563717391304348,6.7961086956521735,110.694,20.618826086956528,4.9706447930208295,28.8682,0.2934999999999999,2.0,4.0,72.0
ADIYAMAN,2015,10.91133552631579,16.66769078947369,5.617098684210527,591.192,16.186651315789476,9.262726574644288,36.57049999999999,-4.585,48.0,82.0,215.0,30,10.567108695652172,16.112369565217392,5.078847826086957,181.94400000000005,19.59117391304348,5.305355364958598,26.527900000000002,-1.6704000000000003,0.0,12.0,60.0
